186,81.07,15.96,0.65,-0.19,9999,9999,-1.00,-1.00,80505
187,81.40,15.87,0.65,-0.19,9999,9999,-1.00,-1.00,81013
188,81.73,15.77,0.65,-0.19,9999,9999,-1.00,-1.00,81520
189,82.95,14.48,0.65,-0.24,82.29,11.25,337758496,-843976576,82003
190,83.09,13.71,0.66,-0.29,82.64,10.66,337758528,-843976640,82253
191,83.27,13.15,0.66,-0.32,83.00,10.66,337758560,-843976640,82503
192,83.39,12.73,0.66,-0.34,83.00,10.66,337758560,-843976640,82753
193,83.72,12.56,0.66,-0.34,9999,9999,-1.00,-1.00,83254
194,84.05,12.38,0.66,-0.34,9999,9999,-1.00,-1.00,83761
195,84.39,12.21,0.66,-0.34,9999,9999,-1.00,-1.00,84268
196,85.49,11.18,0.64,-0.36,84.78,9.48,337758720,-843976768,84752
197,85.49,10.74,0.63,-0.38,84.78,8.88,337758720,-843976832,85003
198,85.57,10.40,0.63,-0.40,85.14,8.88,337758752,-843976832,85253
199,85.88,10.20,0.63,-0.40,9999,9999,-1.00,-1.00,85754
200,86.20,10.00,0.63,-0.40,9999,9999,-1.00,-1.00,86262
201,86.92,9.14,0.60,-0.41,86.21,7.70,337758848,-843976960,86752
202,87.23,8.94,0.60,-0.41,9999,9999,-1.00,-1.00,87254
203,87.51,8.39,0.59,-0.43,86.92,7.11,337758912,-843977024,87501
204,87.81,8.18,0.59,-0.43,9999,9999,-1.00,-1.00,88002
205,88.10,7.97,0.59,-0.43,9999,9999,-1.00,-1.00,88509
206,88.50,7.20,0.56,-0.44,87.63,5.92,337758976,-843977152,88752
207,88.78,6.98,0.56,-0.44,9999,9999,-1.00,-1.00,89253
208,89.18,6.33,0.54,-0.45,88.70,5.33,337759072,-843977216,89752
209,89.45,6.11,0.54,-0.45,9999,9999,-1.00,-1.00,90253
210,89.72,5.88,0.54,-0.45,9999,9999,-1.00,-1.00,90760
211,89.99,5.66,0.54,-0.45,9999,9999,-1.00,-1.00,91267
212,90.26,5.43,0.54,-0.45,9999,9999,-1.00,-1.00,91774
213,91.08,4.26,0.50,-0.46,90.48,3.55,337759232,-843977408,92001
214,91.13,3.91,0.50,-0.47,90.84,2.96,337759264,-843977472,92251
215,91.38,3.68,0.50,-0.47,9999,9999,-1.00,-1.00,92752
216,91.63,3.44,0.50,-0.47,9999,9999,-1.00,-1.00,93260
217,91.88,3.21,0.50,-0.47,9999,9999,-1.00,-1.00,93767
218,93.08,2.12,0.52,-0.48,93.33,1.78,337759488,-843977600,94252
219,93.38,1.83,0.54,-0.49,93.69,1.18,337759520,-843977664,94500
220,93.65,1.58,0.54,-0.49,9999,9999,-1.00,-1.00,95001
221,94.48,0.96,0.57,-0.50,95.11,0.59,337759648,-843977728,95500
222,95.03,0.66,0.59,-0.51,95.82,0.59,337759712,-843977728,96000
223,95.39,0.53,0.62,-0.51,96.18,0.59,337759744,-843977728,96249
224,95.73,0.41,0.63,-0.51,96.54,0.59,337759776,-843977728,96499
225,96.04,0.15,0.63,-0.51,9999,9999,-1.00,-1.00,97000
226,96.89,-0.42,0.66,-0.52,97.60,-0.59,337759872,-843977856,97502
227,97.23,-0.57,0.68,-0.53,97.96,-0.59,337759904,-843977856,97750
228,97.57,-0.83,0.68,-0.53,9999,9999,-1.00,-1.00,98251
